Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,6 Multipurpose,143,2864
Palm Harbor MS,1800 Tampa Rd,Palm Harbor,-82.75251999,28.06661901,SHELTER,RISK,1982,4 Classroom (1st Floor),248,4958
McMullen-Booth ES,3025 Union St,Clearwater,-82.71188603,27.99572198,SHELTER,RISK,2009,7 Classroom,209,4186
Gibbs Senior HS,850 34th St S,St. Petersburg,-82.67833998,27.76156002,SHELTER,RISK,2003,3 Gym,977,19544
Joseph L Carwise MS,3301 Bentley Dr,Palm Harbor,-82.72648303,28.08860499,SHELTER,RISK,1992,5 Library / Classroom,742,14847
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,11 Classroom,297,5936
New Heights ES,3901 37th St N,St. Petersburg,-82.682457,27.80794501,SHELTER,RISK,2008,5 Classroom,480,9605
Fairmount Park ES,575 41 St S,St. Petersburg,-82.69011001,27.76514701,SHELTER,RISK,2001,5 Classroom,475,9499
Doug Jamerson ES,1200 37th St S,St. Petersburg,-82.68246798,27.75836199,SHELTER,RISK,2002,4 Classroom,522,10437
James B Sanderlin ES,2350 22nd Ave S,St. Petersburg,-82.66580098,27.74719201,SHELTER,RISK,2009,7 Classroom,90,1804
Lealman Innovation Academy,4900 28th St N,St. Petersburg,-82.67296298,27.81669999,SHELTER,RISK,2004,1 Admin / Classroom,1617,32334
John M Sexton ES,1997 54th Ave N,St. Petersburg,-82.65995603,27.82213,SHELTER,RISK,1996,4 Classroom,522,10440
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,4 Classroom,645,12896
Joseph L Carwise MS,3301 Bentley Dr,Palm Harbor,-82.72648303,28.08860499,SHELTER,RISK,1992,6 Admin / Classroom,1074,21487
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,12 Multipurpose,68,1364
Mildred Helms ES,561 S Clearwater-Largo Rd,Largo,-82.79751899,27.91203798,SHELTER,RISK,2009,12 Classroom,466,9315
Lealman Innovation Academy,4900 28th St N,St. Petersburg,-82.67296298,27.81669999,SHELTER,RISK,2004,2 Cafeteria,130,2598
Clearwater Fundamental MS,1660 Palmetto St,Clearwater,-82.766472,27.976174,SHELTER,RISK,1963,1 Main (1st Floor),1969,39387
Palm Harbor MS,1800 Tampa Rd,Palm Harbor,-82.75251999,28.06661901,SHELTER,RISK,2009,7 Classroom,384,7684
St. Petersburg HS,2501 5th Ave N,St. Petersburg,-82.66825101,27.77919999,SHELTER,RISK,1987,4 Classroom (2nd Floor),297,5944
Lealman Innovation Academy,4900 28th St N,St. Petersburg,-82.67296298,27.81669999,SHELTER,RISK,2004,4 Gym,393,7856
Fairmount Park ES,575 41 St S,St. Petersburg,-82.69011001,27.76514701,SHELTER,RISK,2001,4 Classroom,521,10415
Leila Davis ES,2630 Landmark Dr,Clearwater,-82.717518,28.01665201,SHELTER,RISK,2009,5 Classroom,374,7481
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,8 Gym,586,11727
New Heights ES,3901 37th St N,St. Petersburg,-82.682457,27.80794501,SHELTER,RISK,2008,4 Classroom,526,10519
Dunedin ES,900 Union St,Dunedin,-82.77711199,27.99811501,SHELTER,RISK,2006,4 Classroom,315,6308
Ridgecrest ES,1901 119th St N,Largo,-82.8035426,27.89945503,SHELTER,RISK,2009,17 Classroom,129,2587
New Heights ES,3901 37th St N,St. Petersburg,-82.682457,27.80794501,SHELTER,RISK,2008,2 Library / Classroom,114,2284
Gibbs Senior HS,854 34th St S,St. Petersburg,-82.67929262,27.76133567,SHELTER,RISK,2003,5 Classroom,799,15974
Bauder ES,12755 86th Ave N,Seminole,-82.81471472,27.85104485,SHELTER,RISK,1973,1 Admin / Classroom,876,17522
New Heights ES,3901 37th St N,St. Petersburg,-82.682457,27.80794501,SHELTER,RISK,2008,3 Cafeteria,242,4843
Doug Jamerson ES,1200 37th St S,St. Petersburg,-82.68246798,27.75836199,SHELTER,RISK,2002,5 Classroom,488,9767
Ross Norton Recreation Center,1426 MLK Jr Ave,Clearwater,-82.79364202,27.945068,SHELTER,RISK,2004,Gym,303,6060
McMullen-Booth ES,3025 Union St,Clearwater,-82.71188603,27.99572198,SHELTER,RISK,1996,4 Classroom (1st Floor),273,5455
Countryside HS,3000 State Rd 580,Clearwater,-82.71164497,28.02336499,SHELTER,RISK,1990,6 ESE,100,2007
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,2 Cafeteria,327,6546
Gibbs Senior HS,853 34th St S,St. Petersburg,-82.67954501,27.76163099,SHELTER,RISK,2003,4 Auditorium / Classroom,1373,27464
Palm Harbor MS,1800 Tampa Rd,Palm Harbor,-82.75251999,28.06661901,SHELTER,RISK,1982,5 Classroom (1st Floor),507,10140
Gibbs Senior HS,855 34th St S,St. Petersburg,-82.67954528,27.76161242,SHELTER,RISK,2003,6 Cafeteria,394,7881
St. Petersburg HS,2501 5th Ave N,St Petersburg,-82.66825101,27.77919999,SHELTER,RISK,1996,5 Classroom (2nd Floor),269,5384
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,9 Music,168,3369
Eishenhower ES,2800 Drew St,Clearwater,-82.72074302,27.96984998,SHELTER,RISK,2009,7 Classroom,292,5831
Belleair ES,1156 Lakeview Rd,Clearwater,-82.78881899,27.950841,SHELTER,RISK,2009,9 Classroom,577,11535
John M Sexton ES,1997 54th Ave N,St. Petersburg,-82.65995603,27.82213,SHELTER,RISK,1996,5 Classroom,512,10237
New Heights ES,3901 37th St N,St. Petersburg,-82.682457,27.80794501,SHELTER,RISK,2008,6 Classroom,483,9666
Dunedin ES,900 Union St,Dunedin,-82.77711199,27.99811501,SHELTER,RISK,2006,1 Admin / Classroom,575,11505
Largo HS,410 Missouri Ave N,Largo,-82.78548098,27.919865,SHELTER,RISK,2015,3 Gym / Cafeteria,1124,22477
McMullen-Booth ES,3025 Union St,Clearwater,-82.71188603,27.99572198,SHELTER,RISK,1996,5 Classroom (1st Floor),226,4516
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,10 Auditorium,582,11633
Gibbs Senior HS,850 34th St S,St. Petersburg,-82.67833998,27.76156002,SHELTER,RISK,2003,2 Classroom,2060,41192
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,3 Classroom,364,7275
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,5 Classroom,502,10037
Dunedin ES,900 Union St,Dunedin,-82.77711199,27.99811501,SHELTER,RISK,2006,3 Cafeteria,200,3991
St Petersburg College - Midtown,1300 22nd St S,St. Petersburg,-82.65279797,27.74808699,SHELTER,RISK,0, ,591,11820
Lealman Innovation Academy,4900 28th St N,St. Petersburg,-82.67296298,27.81669999,SHELTER,RISK,2015,5 Classroom,31,615
Palm Harbor University HS,1900 Omaha St,Palm Harbor,-82.76261197,28.08565599,SHELTER,RISK,1995,7 Multipurpose,305,6099
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,5 1st Floor,604,12088
George Jenkins HS,6000 Lakeland Highlands Rd,Lakeland,-81.92076999,27.95758801,SHELTER,RISK,1992,8 Cafeteria,660,13200
R.B. Wagner ES,5500 Yates Rd,Lakeland,-82.01048896,27.96641801,SHELTER,RISK,2001,4 Classroom,383,7661
Horizons ES,1700 Forest Lake Dr,Davenport,-81.62941897,28.16642899,SHELTER,RISK,2007,5 Cafeteria,251,5023
Polk/UF IFAS,1702 S. Holland Pkwy,Bartow,-81.82821995,27.88457004,SHELTER,RISK,1989,W.H. Stuart Conference Center,304,6080
Ridge Community HS,500 Orchid Dr,Davenport,-81.63157232,28.15030699,SHELTER,RISK,2004,5 Cafeteria,367,7345
Jewett School of the Arts,2250 8th St NE,Winter Haven,-81.717293,28.04679698,SHELTER,RISK,2001,8 Art,101,2022
Alta Vista ES,801 Scenic Hwy,Haines City,-81.62389203,28.08592299,SHELTER,RISK,2005,9 Classroom,257,5132
Laurel ES,1851 Laurel Ave,Poinciana,-81.4896007,28.07554405,SHELTER,RISK,2006,1 Multipurpose,252,5030
Sleepy Hill ES,2285 Sleepy Hill Rd,Lakeland,-81.99570404,28.094632,SHELTER,RISK,2006,3 2nd Floor,420,8399
Dr N E Roberts ES,6600 Green Rd,Lakeland,-81.98749798,28.12635302,SHELTER,RISK,2001,6 Classrooms,255,5109
Jere L Stambaugh MS,226 N Main St,Auburndale,-81.78848373,28.07025308,SHELTER,RISK,2008,9 Gym,437,8739
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,3 2nd Floor,600,12008
Highlands Grove ES,4510 Lakeland Highlands Rd,Lakeland,-81.92238099,27.98268502,SHELTER,RISK,2005,3 1st Floor,367,7332
Lake Region HS,1995 Thunder Rd,Eagle Lake,-81.74941497,27.980223,SHELTER,RISK,1994,2 Multipurpose,556,11111
Jere L Stambaugh MS,226 N Main St,Auburndale,-81.78848373,28.07025308,SHELTER,RISK,1983,3 Music,60,1201
Dr N E Roberts ES,6600 Green Rd,Lakeland,-81.98749798,28.12635302,SHELTER,RISK,2001,2 Cafeteria,249,4972
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,6 Gym,844,16876
Loughman Oaks ES,4600 US Hwy 92 N,Davenport,-81.569243,28.22032561,SHELTER,RISK,2005,7 Classroom,256,5112
Kathleen ES,3515 Sheretz Rd,Lakeland,-82.01745251,28.126295,SHELTER,RISK,2006,11 Classrooms,387,7732
Ridge Community HS,500 Orchid Dr,Davenport,-81.63157232,28.15030699,SHELTER,RISK,2004,2 1st Floor,696,13928
Sleepy Hill ES,2285 Sleepy Hill Rd,Lakeland,-81.99570404,28.094632,SHELTER,RISK,2006,5 Cafeteria,250,5002
Ridgeview Global Studies Academy,1000 Dunson Rd,Davenport,-81.64692701,28.24615401,SHELTER,RISK,2007,7 Classroom,223,4466
Sleepy Hill ES,2285 Sleepy Hill Rd,Lakeland,-81.99570404,28.094632,SHELTER,RISK,2006,4 2nd Floor,352,7048
Lake Region HS,1995 Thunder Rd,Eagle Lake,-81.74941497,27.980223,SHELTER,RISK,1994,1 Admin/Classrooms,840,16801
Sandhill ES,1801 Tyner Rd,Haines City,-81.56105902,28.042615,SHELTER,RISK,2003,6 Classroom,302,6031
Phillip O'Brien ES,1225 E Lime St,Lakeland,-81.94019698,28.03963301,SHELTER,RISK,2005,10 Classrooms,315,6303
Highlands Grove ES,4510 Lakeland Highlands Rd,Lakeland,-81.92238099,27.98268502,SHELTER,RISK,2005,5 Cafeteria,253,5061
R.B. Wagner ES,5500 Yates Rd,Lakeland,-82.01048896,27.96641801,SHELTER,RISK,2007,7 Classroom,211,4218
Lake Gibson HS,7007 N Socrum Loop Rd,Lakeland,-81.95532497,28.13439701,SHELTER,RISK,2005,14 1st Floor,315,6300
Highlands Grove ES,4510 Lakeland Highlands Rd,Lakeland,-81.92238099,27.98268502,SHELTER,RISK,2005,4 1st Floor,367,7344
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,3 1st Floor,534,10680
Lake Gibson MS,6901 N Socrum Loop Rd,Lakeland,-81.95639321,28.12941792,SHELTER,RISK,1976,1 Multipurpose,2371,47421
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,5 Cafeteria,233,4660
Jere L Stambaugh MS,226 N Main St,Auburndale,-81.78848373,28.07025308,SHELTER,RISK,1983,1 Admin / Classroom,1470,29406
Combee ES,2805 Morgan Combee Rd,Lakeland,-81.90244899,28.06181098,SHELTER,RISK,2006,17 Classrooms,302,6048
Bartow Senior HS,1270 S Broadway Ave,Bartow,-81.84244202,27.883911,SHELTER,RISK,2004,23 Cafeteria,276,5518
Charles R Richardson Center,751 Scenic Hwy,Haines City,-81.62570498,28.08457204,SHELTER,RISK,1995,Bartow Adult Day Care Center,180,3618
Palmetto ES,315 Palmetto St,Poinciana,-81.460387,28.11332201,SHELTER,RISK,2007,5 Classrooms,518,10363
Highlands Grove ES,4510 Lakeland Highlands Rd,Lakeland,-81.92238099,27.98268502,SHELTER,RISK,2005,4 2nd Floor,355,7105
Jewett School of the Arts,2250 8th St NE,Winter Haven,-81.717293,28.04679698,SHELTER,RISK,2001,7 Multipurpose,417,8345
Lakeland Highlands MS,740 Lake Miriam Dr,Lakeland,-81.95141397,27.97581098,SHELTER,RISK,2005,3 Classrooms,420,8400
Dr N E Roberts ES,6600 Green Rd,Lakeland,-81.98749798,28.12635302,SHELTER,RISK,2007,7 Classrooms,204,4085
Auburndale HS,1 Bloodhound Tr,Auburndale,-81.78466004,28.07437701,SHELTER,RISK,2010,35 Cafeteria,294,5888
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,3 1st Floor,324,6477
Jewett School of the Arts,2250 8th St NE,Winter Haven,-81.717293,28.04679698,SHELTER,RISK,2006,9 Classroom,270,5400
R.B. Wagner ES,5500 Yates Rd,Lakeland,-82.01048896,27.96641801,SHELTER,RISK,2001,6 Classroom,261,5219
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,6 Cafeteria,235,4690
James E Stephens ES,1350 N Maple Ave,Bartow,-81.85616697,27.909754,SHELTER,RISK,2006,5 Classrooms,257,5141
Haines City HS,2800 Hornet Dr,Haines City,-81.60840504,28.09841002,SHELTER,RISK,2008,20 Classroom,1524,30484
Sandhill ES,1801 Tyner Rd,Haines City,-81.56105902,28.042615,SHELTER,RISK,2007,7 Classroom,215,4290
Phillip O'Brien ES,1225 E Lime St,Lakeland,-81.94019698,28.03963301,SHELTER,RISK,2005,9 Classrooms,298,5960
Ridgeview Global Studies Academy,1000 Dunson Rd,Davenport,-81.64692701,28.24615401,SHELTER,RISK,1999,2 Cafeteria,248,4962
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,2 2nd Floor,686,13724
Shelley S Boone MS,225 S 22nd St,Haines City,-81.61277897,28.10179199,SHELTER,RISK,2010,19 Cafeteria,333,6654
Lake Region HS,1995 Thunder Rd,Eagle Lake,-81.74941497,27.980223,SHELTER,RISK,1994,4 Classrooms,659,13173
Purcell ES,305 1st Ave NE,Mulberry,-81.97229397,27.897149,SHELTER,RISK,2005,3 Classroom,317,6341
Lake Gibson HS,7007 N Socrum Loop Rd,Lakeland,-81.95532497,28.13439701,SHELTER,RISK,2005,14 2nd Floor,283,5651
Ridge Community HS,500 Orchid Dr,Davenport,-81.63157232,28.15030699,SHELTER,RISK,2004,3 2nd Floor,602,12032
Sandhill ES,1801 Tyner Rd,Haines City,-81.56105902,28.042615,SHELTER,RISK,1999,2 Cafeteria,249,4979
Horizons ES,1700 Forest Lake Dr,Davenport,-81.62941897,28.16642899,SHELTER,RISK,2007,4 1st Floor,356,7122
Rochelle School of the Arts,1501 MLK Jr Ave,Lakeland,-81.96060699,28.064166,SHELTER,RISK,2005,15 2nd Floor,303,6051
Palmetto ES,315 Palmetto St,Poinciana,-81.460387,28.11332201,SHELTER,RISK,2007,4 Cafeteria,250,4991
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,4 1st Floor,329,6582
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,2 1st Floor,739,14775
Ridge Community HS,500 Orchid Dr,Davenport,-81.63157232,28.15030699,SHELTER,RISK,2004,3 1st Floor,529,10572
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,3 1st Floor,480,9592
Jere L Stambaugh MS,226 N Main St,Auburndale,-81.78848373,28.07025308,SHELTER,RISK,1990,8 Classroom,596,11919
Ridgeview Global Studies Academy,1000 Dunson Rd,Davenport,-81.64692701,28.24615401,SHELTER,RISK,2003,6 Classroom,261,5229
Pinewood ES,1400 Gilbert St,Eagle Lake,-81.74167101,27.98322599,SHELTER,RISK,2005,6 Classrooms,244,4888
Lincoln Avenue Academy,1330 N Lincoln Ave,Lakeland,-81.96636603,28.06137898,SHELTER,RISK,2005,9 Classroom,348,6951
Haines City HS,2800 Hornet Dr,Haines City,-81.60840504,28.09841002,SHELTER,RISK,2002,8 Cafeteria,319,6384
Horizons ES,1700 Forest Lake Dr,Davenport,-81.62941897,28.16642899,SHELTER,RISK,2007,3 2nd Floor,198,3962
Dr N E Roberts ES,6600 Green Rd,Lakeland,-81.98749798,28.12635302,SHELTER,RISK,2001,4 Classrooms,391,7823
Laurel ES,1851 Laurel Ave,Poinciana,-81.4896007,28.07554405,SHELTER,RISK,2009,6 Classroom,460,9204
Horizons ES,1700 Forest Lake Dr,Davenport,-81.62941897,28.16642899,SHELTER,RISK,2007,3 1st Floor,367,7332
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,6 Multipurpose,33,654
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,3 2nd Floor,658,13153
Ridge Community HS,500 Orchid Dr,Davenport,-81.63157232,28.15030699,SHELTER,RISK,2004,2 2nd Floor,549,10987
Tenoroc Senior HS,4905 Saddle Creek Rd,Lakeland,-81.85990002,28.07233999,SHELTER,RISK,2006,5 Cafeteria,309,6178
Lake Region HS,1995 Thunder Rd,Eagle Lake,-81.74941497,27.980223,SHELTER,RISK,1994,3 Library/Classroom,567,11336
Scott Lake ES,1140 E County Rd 540A,Lakeland,-81.94514398,27.95438298,SHELTER,RISK,2005,4 Classroom,310,6201
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,2 Gym,420,8390
Sleepy Hill ES,2285 Sleepy Hill Rd,Lakeland,-81.99570404,28.094632,SHELTER,RISK,2006,4 1st Floor,342,6840
Karen Siegel Academy,935 Evanhouse Rd,Lake Alfred,-81.726511,28.10701299,SHELTER,RISK,2003,7 Cafeteria,59,1175
Southwest ES,2650 SWAve,Lakeland,-81.9589621,28.0189772,SHELTER,RISK,2006,9 Classroom,289,5771
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,3 2nd Floor,365,7306
Chain of Lakes ES,7001 CR 653,Winter Haven,-81.67715602,27.95657155,SHELTER,RISK,2004,4 2nd Floor,369,7380
Highlands Grove ES,4510 Lakeland Highlands Rd,Lakeland,-81.92238099,27.98268502,SHELTER,RISK,2005,3 2nd Floor,437,8731
Sleepy Hill ES,2285 Sleepy Hill Rd,Lakeland,-81.99570404,28.094632,SHELTER,RISK,2006,3 1st Floor,366,7316
Horizons ES,1700 Forest Lake Dr,Davenport,-81.62941897,28.16642899,SHELTER,RISK,2007,4 2nd Floor,355,7093
Kathleen HS,1100 Red Devil Way,Lakeland,-81.99747496,28.057845,SHELTER,RISK,2010,43 Multipurpose,304,6084
Lake Marion Creek School,3055 Lake Marion Creek Rd,Poinciana,-81.51146297,28.066782,SHELTER,RISK,2006,5 2nd Floor,569,11371
Medulla Community Center,1049 Parker Rd,Lakeland,-81.97564304,27.96805998,SHELTER,RISK,0,Main,174,3480
Rochelle School of the Arts,1501 MLK Jr Ave,Lakeland,-81.96060699,28.064166,SHELTER,RISK,2005,15 1st Floor,352,7039
Winter Haven HS,600 6th Street SE,Winter Haven,-81.71796104,28.01248801,SHELTER,RISK,1955,20 Cafeteria,320,6395
R.B. Wagner ES,5500 Yates Rd,Lakeland,-82.01048896,27.96641801,SHELTER,RISK,2001,2 Cafeteria,245,4906
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,2001,12 Classroom,175,3499
QI Roberts MS,901 SR100,Florahome,-81.84812001,29.72535,SHELTER,RISK,1999,5 Gym,334,6673
QI Roberts MS,901 SR100,Florahome,-81.84812001,29.72535,SHELTER,RISK,1999,6 Classroom,194,3875
Middleton Burney ES,1020 Huntington Rd,Crescent City,-81.52370004,29.43944998,SHELTER,RISK,1982,1 Classroom / Cafeteria / Admin,682,13643
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,4 Art / Cafeteria,389,7781
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,2 Classroom,456,9128
Ochwilla ES,299 N SR 21,Melrose,-82.03000999,29.63038002,SHELTER,RISK,1992,4 Dining,163,3267
QI Roberts MS,901 SR100,Florahome,-81.84812001,29.72535,SHELTER,RISK,1999,2 Classroom,183,3656
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,5 Classroom,483,9659
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,6 Classroom,250,4999
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,1 Admin,56,1126
Browning-Pearce ES,100 Bear Blvd,San Mateo,-81.58250001,29.60918,SHELTER,RISK,1988,3 Classroom,431,8624
Creekside HS,100 Knights Ln,St. Johns,-81.56262803,30.080703,SHELTER,RISK,2006,2 Library / Music,184,3671
Durbin Creek ES,4100 Race Track Rd,St. Johns,-81.55247503,30.10527401,SHELTER,RISK,2003,1 A2 & A3 & B Classroom,752,15043
Otis Mason ES,207 Mason Manatee Way,St. Augustine,-81.37375601,29.82879098,SHELTER,RISK,1992,1 Classroom,662,13236
Switzerland Point MS,777 Greenbriar Road,St. Johns,-81.64762899,30.062826,SHELTER,RISK,1990,1A Gym,1377,27541
Cunningham Creek ES,1205 Roberts Rd,St. Johns,-81.61212904,30.07682398,SHELTER,RISK,1995,1 Classroom / Art / Media,671,13422
Switzerland Point MS,780 Greenbriar Rd,St. Johns,-81.64817829,30.06181263,SHELTER,RISK,1990,1D Classroom,502,10042
Fruit Cove MS,3180 Race Track Rd,St. Johns,-81.57762904,30.11056299,SHELTER,RISK,2001,1A Gym,1377,27541
Otis Mason ES,207 Mason Manatee Way,St. Augustine,-81.37375601,29.82879098,SHELTER,RISK,1992,4 Classroom,416,8323
Otis Mason ES,207 Mason Manatee Way,St. Augustine,-81.37375601,29.82879098,SHELTER,RISK,1992,3 Classroom,333,6657
Creekside HS,100 Knights Ln,St. Johns,-81.56262803,30.080703,SHELTER,RISK,2006,4 Gymnasium,678,13564
Switzerland Point MS,779 Greenbriar Rd,St. Johns,-81.64775237,30.06186138,SHELTER,RISK,1990,1C Auditorium,187,3740
Durbin Creek ES,4100 Race Track Rd,St. Johns,-81.55247503,30.10527401,SHELTER,RISK,2001,2 Classroom,276,5511
Hickory Creek ES,235 Hickory Creek Tr,St. Johns,-81.64622,30.06461,SHELTER,RISK,2004,1 E & F Cafeteria / Auditorium,226,4527
Creekside HS,100 Knights Ln,St. Johns,-81.56262803,30.080703,SHELTER,RISK,2006,3 Auditorium,321,6420
Cunningham Creek ES,1205 Roberts Rd,St. Johns,-81.61212904,30.07682398,SHELTER,RISK,1995,4 Cafeteria / Classroom / Media,441,8816
Durbin Creek ES,4100 Race Track Rd,St. Johns,-81.55247503,30.10527401,SHELTER,RISK,2003,1E & F Cafeteria / Auditorium,226,4527
Hickory Creek ES,235 Hickory Creek Tr,St. Johns,-81.64622,30.06461,SHELTER,RISK,2010,2 Classroom,276,5511
Cunningham Creek ES,1205 Roberts Rd,St. Johns,-81.61212904,30.07682398,SHELTER,RISK,1995,3 Classroom,367,7340
Pedro Menendez HS,600 SR-206 W,St. Augustine,-81.33242803,29.75634401,SHELTER,RISK,1999,4 Gym 1st Floor,703,14067
Timberlin Creek ES,555 Pine Tree Ln,St. Augustine,-81.56519398,30.04330098,SHELTER,RISK,2004,2 Classroom,276,5511
Otis Mason ES,207 Mason Manatee Way,St. Augustine,-81.37375601,29.82879098,SHELTER,RISK,1992,2 Classroom,253,5060
Hickory Creek ES,235 Hickory Creek Tr,St. Johns,-81.64622,30.06461,SHELTER,RISK,2004,1D Classroom,395,7891
South Woods ES,4750 SR 206 W,Elkton,-81.46485799,29.72672601,SHELTER,RISK,2004,1 E & F Cafeteria / Auditorium,226,4527
Hickory Creek ES,235 Hickory Creek Tr,St. Johns,-81.64622,30.06461,SHELTER,RISK,2004,1C Classroom,334,6675
Timberlin Creek ES,555 Pine Tree Ln,St. Augustine,-81.56519398,30.04330098,SHELTER,RISK,2004,1 E & F Cafeteria / Auditorium,226,4527
Windmill Point ES,700 SW Darwin Blvd,Port St Lucie,-80.37193803,27.24555598,SHELTER,RISK,1985,1 Cafeteria,126,2525
Savanna Ridge ES,6801 Lennard Rd,Port St Lucie,-80.31804802,27.34362354,SHELTER,RISK,1997,1 Cafeteria,186,3716
Ft Pierce Westwood HS,1801 Panther Ln,Ft Pierce,-80.37617198,27.45874902,SHELTER,RISK,1976,1 Main,2578,51560
Indian River State College,3002 Avenue D,Fort Pierce,-80.35603289,27.45304461,SHELTER,RISK,2008,Human Development and Resources Center,350,7000
Dan McCarty MS,1201 Mississippi Ave,Ft Pierce,-80.33513631,27.43415743,SHELTER,RISK,2000,20 ESE / Lab,1312,26249
Weatherbee ES,800 E Weatherbee Rd,Fort Pierce,-80.31608002,27.38259,SHELTER,RISK,1995,1 Cafeteria,102,2043
Parkway ES,7000 NW Selvitz Rd,Ft Pierce,-80.37027297,27.347853,SHELTER,RISK,1988,1 Cafeteria,1401,28024
Manatee Academy K-8,1450 SW Heatherwood Blvd,Port St Lucie,-80.39564004,27.29917602,SHELTER,RISK,1990,3 Cafeteria,207,4148
Oak Hammock K-8,1251 SW California Blvd,Port St Lucie,-80.38448901,27.27888301,SHELTER,RISK,2004,4 Cafeteria,531,10613
Oak Hammock K-8,1251 SW California Blvd,Port St Lucie,-80.38448901,27.27888301,SHELTER,RISK,2004,5 Gym,641,12817
West Gate K-8,1050 NW Cashmere Blvd,Port St Lucie,-80.37624499,27.33697099,SHELTER,RISK,2005,4 Cafeteria,517,10347
Chester A Moore ES,827 N 29th St,Ft Pierce,-80.35457802,27.45746801,SHELTER,RISK,1997,1 Cafeteria / Stage / Classroom,2019,40377
Village Green Environmental Studies School,1700 SE Lennard Rd,Port St Lucie,-80.28570803,27.289681,SHELTER,RISK,1985,1 Cafeteria,1373,27453
Dan McCarty MS,1201 Mississippi Ave,Ft Pierce,-80.33513631,27.43415743,SHELTER,RISK,2000,21 Cafeteria,475,9496
Morningside ES,2300 SE Gowin Dr,Port St Lucie,-80.29517497,27.27348201,SHELTER,RISK,1979,1 Classroom / Cafeteria,1501,30024
Floresta ES,1501 SE Floresta Dr,Port St Lucie,-80.32531302,27.29482099,SHELTER,RISK,1982,1 Cafeteria / Classroom,1509,30184
Mossy Head ES,13270 Hwy 90 W,DeFuniak Springs,-86.33074297,30.74354801,SHELTER,RISK,2008,100 wing Admin,52,1041
South Walton HS,645 Greenway Tr,Santa Rosa Beach,-86.18025604,30.37899101,SHELTER,RISK,2002,1 Cafeteria,953,19052
Walton HS,449 Walton Rd,DeFuniak Springs,-86.12377702,30.74155702,SHELTER,RISK,2009,1 Gym,677,13530
