Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
Ronald Reagan HS,8600 NW 107th Ave,Doral,-80.37145197,25.852591,SHELTER,RISK,2003,1C Classroom / Art / Science,901,18012
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,-80.32829296,25.91739401,SHELTER,RISK,2002,3W Classroom,220,4395
Dante Fascell ES,15625 SW 80th St,Miami,-80.44528304,25.693399,SHELTER,RISK,1995,3 Classroom,410,8200
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,1962,3A Gym,1131,22615
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,7 Classroom,227,4540
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,-80.32829296,25.91739401,SHELTER,RISK,2011,9NC Admin / Classroom,308,6157
Lawton Chiles MS,8190 NW 197th St,Miami,-80.33431804,25.95071501,SHELTER,RISK,2005,4 Classroom,392,7842
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,-80.39047897,25.59998898,SHELTER,RISK,2000,16 Classroom,557,11136
Norwood ES,19810 NW 14th Ct,Miami,-80.22699196,25.955488,SHELTER,RISK,1991,4 Classroom,122,2434
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,2003,4C Cafeteria,605,12106
Tampa Palms ES,6100 Tampa Palms Blvd,Tampa,-82.38536396,28.09816698,SHELTER,RISK,2004,11 Classroom,169,3385
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,1993,3 Classroom,248,4954
Marshall MS,18 S. Maryland Ave,Plant City,-82.10811198,28.01632399,SHELTER,RISK,2006,15 Classroom,356,7126
Young MS,1807 E. Dr. MLK Blvd,Tampa,-82.438379,27.98066301,SHELTER,RISK,1998,8 Classroom / Lab,423,8451
Randall MS,16510 Fish Hawk Blvd,Lithia,-82.20683102,27.85650498,SHELTER,RISK,1999,1 Admin / Classroom,1431,28629
Heritage ES,18201 E Meadows Rd,Tampa,-82.285953,28.146332,SHELTER,RISK,2003,3 Classroom,501,10014
Sulphur Springs K-8,8412 N. 13th St,Tampa,-82.44669401,28.026257,SHELTER,RISK,1997,1 Classroom,902,18030
Sickles HS,7950 Gunn Hwy,Tampa,-82.579861,28.07903198,SHELTER,RISK,1995,3 Lab,663,13260
Newsome HS,16550 Fish Hawk Blvd,Lithia,-82.20517098,27.85933098,SHELTER,RISK,2003,2 Auditorium,376,7524
Schmidt ES,1250 Williams Rd,Brandon,-82.31953702,27.95872602,SHELTER,RISK,2003,3 Classroom,910,18207
McLane MS,306 N Knights Ave,Brandon,-82.28998603,27.94297601,SHELTER,RISK,1997,20 Classroom,869,17382
Freedom HS,17410 Commerce Park Blvd,Tampa,-82.38178777,28.13342805,SHELTER,RISK,2000,3 Art,208,4159
Cannella ES,10707 Nixon Rd,Tampa,-82.532764,28.04563701,SHELTER,RISK,2004,13 Classroom,348,6961
Lomax ES,4207 N. 26th St,Tampa,-82.42998402,27.98252199,SHELTER,RISK,2003,4 Classroom,298,5967
McKitrick ES,5503 Lutz Lake Fern rd,Lutz,-82.53012404,28.15650302,SHELTER,RISK,2004,5 Classroom,446,8915
Nelson ES,5413 Durant Rd,Dover,-82.20435903,27.907785,SHELTER,RISK,2003,3 Classroom,558,11165
Eisenhower MS,7620 Old Big Bend Rd,Gibsonton,-82.36483299,27.793109,SHELTER,RISK,2003,2 Classroom,433,8653
Summerfield ES,11990 Big Bend Rd,Riverview,-82.28913401,27.80184701,SHELTER,RISK,2006,10 Classroom,333,6656
Smith MS,14303 Citrus Pointe Dr,Tampa,-82.57390398,28.076835,SHELTER,RISK,2005,3 Gym,501,10020
Shields MS,15732 Beth Shields Way,Ruskin,-82.36952703,27.739784,SHELTER,RISK,2003,4 Classroom,834,16677
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,1992,1 Admin,565,11293
Williams MS,5020 N. 47th,Tampa,-82.40707996,27.99196001,SHELTER,RISK,1995,2 Classroom / Lab / Gym,1159,23176
Chiles ES,16541 W. Tampa Palms Blvd,Tampa,-82.39207099,28.11365201,SHELTER,RISK,2005,5 Classroom,421,8429
Muller ES,13615 N. 22nd St,Tampa,-82.43178998,28.071945,SHELTER,RISK,2003,4 Cafeteria,191,3823
Boyette Springs ES,10141 Sedgebrook Dr,Riverview,-82.27980403,27.84792799,SHELTER,RISK,2004,16 Classroom,422,8430
Pride ES,10310 Lions Den Dr,Tampa,-82.31856497,28.15778101,SHELTER,RISK,1999,4 Classroom,672,13449
Reddick ES,325 West Lake Dr,Wimauma,-82.32066598,27.718031,SHELTER,RISK,2006,4 Classroom,688,13766
Lake Magdelene ES,2002 Pine Lake Dr,Tampa,-82.47780001,28.05774601,SHELTER,RISK,2000,14 Classroom,301,6026
Turner Bartles K-8 (Upper),9020 Imperial Oak Blvd,Tampa,-82.35073002,28.16883301,SHELTER,RISK,2006,6 Classroom,390,7791
Durant HS,4748 Cougar Path,Plant City,-82.17177203,27.88807898,SHELTER,RISK,1993,6 Classroom,742,14846
Jennnings MS,9325 Govenor's Run Dr,Seffner,-82.32788104,28.026214,SHELTER,RISK,2003,4 Classroom / ESE,688,13760
Turkey Creek MS,5005 S. Turkey Creek Rd,Plant City,-82.17101498,27.94417399,SHELTER,RISK,1997,8 Classroom,431,8629
Benito MS,10101 Cross Creek Blvd,Tampa,-82.32376896,28.14100899,SHELTER,RISK,1995,2 Classroom / Lab,602,12035
Strawberry Crest HS,4691 Gallagher Rd,Dover,-82.23659004,28.02288899,SHELTER,RISK,2006,5 Lab,362,7245
Oak Park ES,2716 N 46th St,Tampa,-82.40710897,27.96755698,SHELTER,RISK,2004,5 Cafeteria,187,3743
Hammonds ES,8008 N. Mobley RD,Odessa,-82.57467603,28.11371801,SHELTER,RISK,2005,4 Classroom,524,10477
Temple Terrace ES,124 Flotto Ave,Temple Terrace,-82.39167897,28.034605,SHELTER,RISK,2004,15 Classroom,367,7337
Wharton HS,20150 Bruce B. Downs Blvd,Tampa,-82.35442803,28.15886801,SHELTER,RISK,2006,20 Classroom,437,8749
Burnett MS,1010 N. Kingsway Rd,Seffner,-82.27842001,28.00839802,SHELTER,RISK,1994,3 Gym,506,10120
Turner Bartles K-8 (Lower),9190 Imperial Oak Blvd,Tampa,-82.34776098,28.16709301,SHELTER,RISK,2003,10 Multipurpose,277,5530
Bevis ES,5720 Osprey Ridge Dr,Lithia,-82.232398,27.84929998,SHELTER,RISK,1999,2 Classroom,657,13139
Carver Exceptional Center,2934 E. Hillsborough Ave,Tampa,-82.42726904,27.99688199,SHELTER,RISK,2004,1 Main,655,13099
Springhead ES,3208 Nesmith Rd,Plant City,-82.07146202,27.973399,SHELTER,RISK,2004,15 Classroom,379,7580
Sessums ES,11525 Ramble Creek Dr,Riverview,-82.31936997,27.83315698,SHELTER,RISK,2003,3 Classroom,611,12210
Potter ES,3224 E. Cayuga St,Tampa,-82.423308,27.98743701,SHELTER,RISK,2003,11 Classroom,139,2779
Middleton HS,4801 N. 22nd Street,Tampa,-82.43354599,27.98984799,SHELTER,RISK,1999,2 Classroom,1593,31865
Lewis ES,6700 E. Whiteway Dr,Temple Terrace,-82.37305586,28.04711579,SHELTER,RISK,2003,9 Classroom,160,3193
Sickles HS,7950 Gunn Hwy,Tampa,-82.579861,28.07903198,SHELTER,RISK,2017,32 Classroom / Lab,396,7913
Cork ES,3501 Cork Rd,Plant City,-82.175535,28.05013101,SHELTER,RISK,2004,6 Classroom,406,8110
Oak Park ES,2716 N 46th St,Tampa,-82.40710897,27.96755698,SHELTER,RISK,2004,2 Classroom,595,11900
Middleton HS,4801 N. 22nd Street,Tampa,-82.43354599,27.98984799,SHELTER,RISK,1999,3 Lab,906,18129
Sheehy ES,6402 N. 40th St,Tampa,-82.41466902,28.00555701,SHELTER,RISK,2003,4 Classroom,796,15921
McKitrick ES,5503 Lutz Lake Fern Rd,Lutz,-82.53012404,28.15650302,SHELTER,RISK,2000,2 Classroom,701,14024
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,-82.32297,27.79988598,SHELTER,RISK,2005,5 Cafeteria,235,4696
Potter ES,3224 E. Cayuga St,Tampa,-82.423308,27.98743701,SHELTER,RISK,2003,13 Classroom,140,2807
Bevis ES,5720 Osprey Ridge Dr,Lithia,-82.232398,27.84929998,SHELTER,RISK,1999,3 Classroom,526,10513
Hammonds ES,8008 N. Mobley RD,Odessa,-82.57467603,28.11371801,SHELTER,RISK,2005,2 Classroom,406,8120
Cypress Creek ES,4040 19th Ave NE,Ruskin,-82.36762199,27.739503,SHELTER,RISK,2006,16 Classroom,350,7008
Simmons Career Center,1202 W Grant St,Plant City,-82.13448597,28.00428699,SHELTER,RISK,2003,1 Admin / ESE / Library,307,6134
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,2400 Classroom,481,9617
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,2100 Classroom,350,7004
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,1300 Classroom,165,3300
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,1400 Classroom,499,9974
New Hope VFD,1243 Hwy 179-A,Westville,-85.87730257,30.95259494,SHELTER,RISK,0,Main,179,3585
Poplar Springs HS,3726 Atomic Dr,Graceville,-85.57764326,30.95407325,SHELTER,RISK,2003,7 Cafeteria,249,4972
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,1200 Classroom,183,3664
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,2200 Classroom,143,2860
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,2300 Classroom,123,3458
Bonifay K-8,140 Blue Devil Dr,Bonifay,-85.6796,30.793995,SHELTER,RISK,2015,1500 Gym,724,14473
Storm Grove MS,6400 57th St,Vero beach,-80.45585404,27.702974,SHELTER,RISK,2009,5 Gym / Music,588,11755
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,7G Classroom,109,2180
Oslo MS,480 SW 20th St,Vero Beach,-80.38277842,27.56800707,SHELTER,RISK,1994,7 Classroom / Corridors,579,11580
Vero Beach HS Freshman Learning Center,1507 19th St,Vero Beach,-80.40143697,27.63532998,SHELTER,RISK,1978,Main,1499,29980
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,11L Voc Classroom,83,1660
Sebastian River MS,9400 CR 512,Sebastian,-80.51783403,27.76753502,SHELTER,RISK,1977,1 Main,2228,44551
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,1A Auditorium,410,8209
Oslo MS,480 SW 20th St,Vero Beach,-80.38277842,27.56800707,SHELTER,RISK,1994,5 Music,158,3160
Fellsmere ES,50 N Cypress St,Fellsmere,-80.60535802,27.770408,SHELTER,RISK,1982,1 (200s) Cafeteria,286,5725
Storm Grove MS,6400 57th St,Vero beach,-80.45585404,27.702974,SHELTER,RISK,2009,3 Classroom,215,4297
Vero Beach ES,1770 12th St,Vero Beach,-80.40480297,27.62434299,SHELTER,RISK,2012,3 Classroom,515,10307
Sebastian ES,400 Sebastian Blvd,Sebastian,-80.476858,27.80414,SHELTER,RISK,1996,9 Classroom / Corridors,371,7420
Fellsmere ES,50 N Cypress St,Fellsmere,-80.60535802,27.770408,SHELTER,RISK,1991,7 Classroom / Music,570,11400
Liberty Magnet School,6850 81st St,Vero Beach,-80.46525952,27.74151477,SHELTER,RISK,2005,1 Main,184,3680
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,10K Classroom,185,3700
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,2001,21V Classroom,684,13682
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,3C Classroom,217,4340
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,6F Classroom,306,6124
Oslo MS,480 SW 20th St,Vero Beach,-80.38277842,27.56800707,SHELTER,RISK,1994,9 Classroom / Corridors,580,11600
Gifford MS,4530 28th Ct,Vero Beach,-80.41413102,27.67578499,SHELTER,RISK,1964,6 Music,159,3180
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,13N Admin / Classroom,347,6932
Gifford MS,4531 28th Ct,Vero Beach,-80.41448021,27.67551554,SHELTER,RISK,1994,12 Cafeteria,168,3360
Vero Beach ES,1770 12th St,Vero Beach,-80.40480297,27.62434299,SHELTER,RISK,2012,2 ESE / Classroom,1578,31560
Storm Grove MS,6400 57th St,Vero beach,-80.45585404,27.702974,SHELTER,RISK,2009,4 Classroom,211,4226
Oslo MS,480 SW 20th St,Vero Beach,-80.38277842,27.56800707,SHELTER,RISK,1994,6 Cafeteria,243,4860
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,12M Classroom,298,5960
Fellsmere ES,50 N Cypress St,Fellsmere,-80.60535802,27.770408,SHELTER,RISK,1982,1 (300s) Classroom / Corridors,470,9405
Storm Grove MS,6400 57th St,Vero beach,-80.45585404,27.702974,SHELTER,RISK,2009,2 ESE / Classroom,214,4286
Sebastian River MS,9400 CR 512,Sebastian,-80.51783403,27.76753502,SHELTER,RISK,2007,8 Music / Auditorium,283,5660
Osceola Magnet School,1110 18th Ave SW,Vero Beach,-80.40365297,27.58227199,SHELTER,RISK,1982,1 Cafeteria,111,2228
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,9J Cafeteria,289,5780
Oslo MS,480 SW 20th St,Vero Beach,-80.38277842,27.56800707,SHELTER,RISK,1994,2 Classroom / Corridors,579,11580
Sebastian River HS,9001 90th Ave,Sebastian,-80.51124724,27.75671503,SHELTER,RISK,1993,2B Music,236,4722
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1A Media,418,8355
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1F Classroom,770,15391
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1C Admin / Classroom,332,6649
Chipola Junior College,3094 Indian Cir,Marianna,-85.23114629,30.78824971,SHELTER,RISK,1997,Public Services Center,499,9980
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1D Classroom,586,11725
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1E Cafeteria,239,4770
Marianna HS,3546 Caverns Rd,Marianna,-85.19870908,30.81237621,SHELTER,RISK,2003,1B Auditorium / Gym,1017,20338
Jefferson County Somerset Academy,50 David Rd,Monticello,-83.88093085,30.49099379,SHELTER,RISK,2003,8 Gym / Cafeteria,689,13784
Lafayette HS,160 NE Hornet Dr,Mayo,-83.16836003,30.05387002,SHELTER,RISK,1991,6 Classroom / Music,111,2226
Mount Dora HS,700 N Highland St,Mount Dora,-81.63509998,28.802545,SHELTER,RISK,2004,7 Cafeteria,428,8550
Pine Ridge ES,10245 CR 561,Clermont,-81.78670203,28.49556701,SHELTER,RISK,2002,6 Classroom,187,3732
South Lake HS,15601 Silver Lake Rd,Groveland,-81.8185772,28.57331734,SHELTER,RISK,2004,15 Cafeteria,396,7927
East Ridge MS,13201 Excalibur Rd,Clemont,-81.72005702,28.53894701,SHELTER,RISK,2007,4 Cafeteria,352,7033
Sawgrass Bay ES,16325 Superior Blvd,Clermont,-81.68773296,28.40492201,SHELTER,RISK,2006,1 Main,2636,52710
Treadway ES,10619 Treadway School Rd,Leesburg,-81.780182,28.84559701,SHELTER,RISK,2004,13 Cafeteria,193,3865
Beverly Shores ES,1108 W Griffin Rd,Leesburg,-81.881928,28.82980898,SHELTER,RISK,2004,15 Classroom,280,5592
Lost Lake ES,1901 Johns Lake Rd,Clermont,-81.72159139,28.52567145,SHELTER,RISK,1999,2 Classroom,299,5986
Round Lake Charter ES,31333 Round Lake Rd,Mt. Dora,-81.59358097,28.80536701,SHELTER,RISK,2000,1 Admin / Media,51,1026
Umatilla ES,60 Smith St,Umatilla,-81.66641602,28.92840799,SHELTER,RISK,2000,1 Admin / Media,48,966
East Ridge MS,13201 Excalibur Rd,Clemont,-81.72005702,28.53894701,SHELTER,RISK,2007,5 Music,157,3137
Carver MS,1200 N Beecher St,Leesburg,-81.89512103,28.82689501,SHELTER,RISK,2005,3 Classroom,385,7703
Villages ES,695 Rolling Acres Rd,Lady Lake,-81.93559297,28.930172,SHELTER,RISK,1999,2 Classroom,306,6111
South Lake HS,15600 Silver Lake Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,1992,2 Classroom,350,6990
Pine Ridge ES,10245 CR 561,Clermont,-81.78670203,28.49556701,SHELTER,RISK,2002,3 Classroom,279,5572
Treadway ES,10619 Treadway School Rd,Leesburg,-81.780182,28.84559701,SHELTER,RISK,2004,11 Classroom,187,3738
Carver MS,1200 N Beecher St,Leesburg,-81.89512103,28.82689501,SHELTER,RISK,2005,5 Gym,563,11252
Grassy Lake ES,1100 Fosgate RD,Minneola,-81.72943509,28.58294572,SHELTER,RISK,2006,1 Main,2636,52710
Mascotte Charter ES,460 Midway Ave,Mascotte,-81.88567303,28.57234001,SHELTER,RISK,2006,1 Main,1512,30239
Astatula ES,13925 Florida Ave,Astatula,-81.72578697,28.71083499,SHELTER,RISK,1999,3 Cafeteria / Music,231,4628
Round Lake Charter ES,31333 Round Lake Rd,Mt. Dora,-81.59358097,28.80536701,SHELTER,RISK,2000,4 Classroom,209,4172
South Lake HS,15600 Silver Lake Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,1992,4 Classroom,199,3978
Tavares HS,603 New Hampshire Ave,Tavares,-81.72844202,28.80699499,SHELTER,RISK,2003,7 Gym,517,10334
Umatilla HS,320 N Trowell Ave,Umatilla,-81.66429901,28.93057702,SHELTER,RISK,2003,28 Gym,467,9336
South Lake HS,15600 Silver Lake Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,1992,5 Classroom,110,2190
Round Lake Charter ES,31333 Round Lake Rd,Mt. Dora,-81.59358097,28.80536701,SHELTER,RISK,2000,6 Classroom,187,3740
Fruitland Park ES,304 W Fountain St,Fruitland Park,-81.90962801,28.85966599,SHELTER,RISK,2004,12 Classroom / Art / Music,247,4949
Mount Dora HS,700 N Highland St,Mount Dora,-81.63509998,28.802545,SHELTER,RISK,2004,9 Gym,547,10942
Eustis MS,18725 E Bates Ave,Eustis,-81.646134,28.85950799,SHELTER,RISK,2005,5 Classroom,625,12505
Minneola Charter ES,300 E Pearl St,Minneola,-81.74153598,28.58068801,SHELTER,RISK,2006,1 Main,1512,30239
Town of Lee-Publ. Saf / Emerg Shelter,304 Main St,Lee,-81.646134,28.85950799,SHELTER,RISK,2003,Fire,232,4632
Beverly Shores ES,1108 W Griffin Rd,Leesburg,-81.881928,28.82980898,SHELTER,RISK,2004,14 Art / Classroom,198,3964
Umatilla ES,320 N Trowell Ave,Umatilla,-81.66429901,28.93057702,SHELTER,RISK,2000,4 Cafeteria,192,3842
South Lake HS,15600 Siver Eagle Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,2006,17 Classroom,753,15053
Treadway ES,10619 Treadway School Rd,Leesburg,-81.780182,28.84559701,SHELTER,RISK,2004,12 Classroom,244,4880
Seminole Springs ES,26200 W Huff Rd,Eustis,-81.52552897,28.85810398,SHELTER,RISK,1988,4 Cafeteria,190,3797
East Ridge HS,13322 Excalibur Rd,Clermont,-81.71594796,28.53872899,SHELTER,RISK,2006,21 Classroom,346,6911
Umatilla ES,60 Smith St,Umatilla,-81.66641602,28.92840799,SHELTER,RISK,2000,6 Classroom,186,3728
Tavares MS,13032 Lane Park Cutoff,Tavares,-81.74224577,28.77189104,SHELTER,RISK,2003,5 ESE Classroom,599,11976
Villages ES,695 Rolling Acres Rd,Lady Lake,-81.93559297,28.930172,SHELTER,RISK,1999,3 Cafeteria,213,4267
Astatula ES,13925 Florida Ave,Astatula,-81.72578697,28.71083499,SHELTER,RISK,1999,2 Classroom,312,6247
Lost Lake ES,1901 Johns Lake Rd,Clermont,-81.72159139,28.52567145,SHELTER,RISK,1999,3 Cafeteria / Music,230,4590
Carver MS,1200 N Beecher St,Lessburg,-81.89512103,28.82689501,SHELTER,RISK,2005,4 Cafeteria / Music,434,8682
Pine Ridge ES,10245 CR 561,Clermont,-81.78670203,28.49556701,SHELTER,RISK,2002,1 Admin,42,840
South Lake HS,15600 Silver Lake Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,1992,3 Classroom,402,8033
South Lake HS,15600 Silver Lake Rd,Groveland,-81.81766604,28.57413399,SHELTER,RISK,1992,1 Admin / Classroom,377,7536
Leesburg HS,1401 W Meadows Ave,Leesburg,-81.87699196,28.81279967,SHELTER,RISK,2003,15 Gym,673,13453
Carver MS,1200 N Beecher St,Leesburg,-81.89512103,28.82689501,SHELTER,RISK,2005,2 Classroom,714,14273
Round Lake Charter ES,31333 Round Lake Rd,Mt. Dora,-81.59358097,28.80536701,SHELTER,RISK,2000,3 Classroom,273,5467
Groveland ES,930 Parkwood Ave,Groveland,-81.84660297,28.553658,SHELTER,RISK,2005,1 Classroom,614,12272
Pine Ridge ES,10245 CR 561,Clermont,-81.78670203,28.49556701,SHELTER,RISK,2002,4 Cafeteria,213,4264
Beverly Shores ES,1108 W Griffin Rd,Leesburg,-81.881928,28.82980898,SHELTER,RISK,2004,16 Cafeteria,213,4251
Mount Dora HS,700 N Highland St,Mount Dora,-81.63509998,28.802545,SHELTER,RISK,2004,8 Auditorium,258,5157
Mount Dora HS,700 N Highland St,Mount Dora,-81.63509998,28.802545,SHELTER,RISK,2004,8A Music,130,2590
East Ridge MS,13201 Excalibur Rd,Clemont,-81.72005702,28.53894701,SHELTER,RISK,2007,6 Gym,581,11617
Spring Creek Charter ES,44440 Spring Creek Rd,Paisley,-81.54179397,28.995369,SHELTER,RISK,1992,4 Cafeteria,164,3272
Sunshine ES,601 Sara Ave N,Lehigh Acres,-81.68955301,26.61857701,SHELTER,RISK,1985,1 Admin / Classroom,1372,27435
Harns Marsh ES,1800 Unice Avenue N,Lehigh Acres,-81.69331003,26.63923999,SHELTER,RISK,2004,1 Main,2475,49503
Tortuga Preserve ES,1711 Gunnery Rd N,Lehigh Acres,-81.71793397,26.62959301,SHELTER,RISK,2012,1 Main,2608,52155
East Lee HS,715 Thomas Sherwin Ave,Lehigh Acres,-81.60184603,26.55789999,SHELTER,RISK,2005,1 Main,2000,118297
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,5 Classroom,198,3951
Sunshine ES,601 Sara Ave N,Lehigh Acres,-81.68955301,26.61857701,SHELTER,RISK,2006,5 Classroom,823,16455
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,2 Admin / Classroom,235,4699
North Ft. Myers Recreation Center,2000 N Recreation Park Way,N. Ft. Myers,-81.88822004,26.68837802,SHELTER,RISK,2013,Main,1650,33000
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,7 Auditorium,65,1300
Mirror Lakes ES,525 Charwood Avenue S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,6 Classroom,305,6090
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,2006,9 Classroom,806,16114
Veterens Park Rec Center,55 Homestead Rd S,Lehigh Acres,-81.63134899,26.594228,SHELTER,RISK,2003,Gym,25,500
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,4 Cafeteria,294,5874
Sunshine ES,601 Sara Ave N,Lehigh Acres,-81.68955301,26.61857701,SHELTER,RISK,1994,4 Classroom,568,11360
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,1 Classroom,371,7427
Mirror Lakes ES,525 Charwood Ave S,Lehigh Acres,-81.61450002,26.56904499,SHELTER,RISK,1996,3 Classroom,163,3252
SAIL HS,2006 Jackson Bluff Rd,Tallahassee,-84.31739197,30.435192,SHELTER,RISK,1989,13 Auditorium,158,3162
FSU K-12 School,3000 School House Rd,Tallahassee,-84.22395102,30.38406998,SHELTER,RISK,2000,6 Classroom,411,8228
Oak Ridge ES,4350 Shelfer Rd,Tallahassee,-84.28258049,30.38760292,SHELTER,RISK,1989,6 Classroom,241,4811
Canopy Oaks ES,3250 Point View Dr,Tallahassee,-84.34680198,30.51014101,SHELTER,RISK,1997,3 Classroom,330,6606
Hawks Rise ES,205 Meadow Ridge Dr,Tallahassee,-84.27611504,30.55681199,SHELTER,RISK,1994,2 Classroom,361,7217
Florida State University,989 Learning Center,Tallahassee,-84.2986124,30.44249101,SHELTER,RISK,2006,Westside HCB-CR,1962,39240
Desoto Trail ES,2930 Velda Dairy Rd,Tallahassee,-84.22504152,30.53694463,SHELTER,RISK,1989,5 Cafeteria,237,4740
SAIL HS,2006 Jackson Bluff Rd,Tallahassee,-84.31739197,30.435192,SHELTER,RISK,1989,11 Classroom,158,3162
Desoto Trail ES,2930 Velda Dairy Rd,Tallahassee,-84.22504152,30.53694463,SHELTER,RISK,1989,7 Multipurpose,103,2060
